,sample index,Time_Stamps,audio_file_name,image_file_name,class_name,class_name_v2,Layer number,Sample number,class_name_v3,X,Y,Z,Vx,Vy,Vz,Speed
164,165,6.5600000000000005,sample_21_165.wav,sample_21_165.jpg,Defect-free,Defect-free,2.0,21,Defect-free,88.551,-0.035,-0.023,21.54,-2.217,0.655,21.663
165,166,6.6000000000000005,sample_21_166.wav,sample_21_166.jpg,Defect-free,Defect-free,2.0,21,Defect-free,89.299,-0.044,-0.009,15.92,-0.172,0.714,15.937
166,167,6.640000000000001,sample_21_167.wav,sample_21_167.jpg,Defect-free,Defect-free,2.0,21,Defect-free,89.749,-0.04,-0.012,7.136,0.782,-1.412,7.317
167,168,6.68,sample_21_168.wav,sample_21_168.jpg,Defect-free,Defect-free,2.0,21,Defect-free,89.884,-0.016,-0.057,1.327,1.081,-1.45,2.243
168,169,6.72,sample_21_169.wav,sample_21_169.jpg,Defect-free,Defect-free,2.0,21,Defect-free,89.925,0.039,-0.105,0.096,0.024,-0.168,0.196
169,170,6.76,sample_21_170.wav,sample_21_170.jpg,Defect-free,Defect-free,2.0,21,Defect-free,89.945,0.036,-0.084,1.242,-0.609,2.13,2.54
170,171,6.8,sample_21_171.wav,sample_21_171.jpg,Defect-free,Defect-free,2.0,21,Defect-free,89.958,0.03,-0.041,0.0,0.151,1.637,1.644
171,172,6.84,sample_21_172.wav,sample_21_172.jpg,Defect-free,Defect-free,2.0,21,Defect-free,89.959,0.03,0.04,0.375,-0.025,2.427,2.456
172,173,6.88,sample_21_173.wav,sample_21_173.jpg,Defect-free,Defect-free,2.0,21,Defect-free,89.96,0.029,0.133,0.172,0.0,2.78,2.785
173,174,6.92,sample_21_174.wav,sample_21_174.jpg,Defect-free,Defect-free,2.0,21,Defect-free,89.965,0.026,0.213,0.729,-0.503,3.845,3.945
174,175,6.96,sample_21_175.wav,sample_21_175.jpg,Defect-free,Defect-free,2.0,21,Defect-free,89.974,0.021,0.249,0.206,-0.026,0.849,0.873
175,176,7.0,sample_21_176.wav,sample_21_176.jpg,Defect-free,Defect-free,2.0,21,Defect-free,89.975,0.001,0.357,-0.127,-0.331,4.41,4.424
176,177,7.04,sample_21_177.wav,sample_21_177.jpg,Defect-free,Defect-free,2.0,21,Defect-free,89.761,0.049,0.469,-9.377,3.218,0.905,9.955
177,178,7.08,sample_21_178.wav,sample_21_178.jpg,Defect-free,Defect-free,2.0,21,Defect-free,89.193,0.193,0.452,-19.856,3.723,-1.824,20.284
178,179,7.12,sample_21_179.wav,sample_21_179.jpg,Defect-free,Defect-free,2.0,21,Defect-free,88.416,0.286,0.393,-21.666,2.846,-1.668,21.916
179,180,7.16,sample_21_180.wav,sample_21_180.jpg,Defect-free,Defect-free,2.0,21,Defect-free,87.265,0.259,0.365,-27.305,-2.776,0.076,27.446
180,181,7.2,sample_21_181.wav,sample_21_181.jpg,Defect-free,Defect-free,2.0,21,Defect-free,86.181,0.154,0.355,-26.228,-2.258,0.62,26.333
181,182,7.24,sample_21_182.wav,sample_21_182.jpg,Defect-free,Defect-free,2.0,21,Defect-free,85.151,0.108,0.365,-25.011,-1.03,0.854,25.046
182,183,7.28,sample_21_183.wav,sample_21_183.jpg,Defect-free,Defect-free,2.0,21,Defect-free,84.163,0.083,0.376,-24.217,-0.914,0.838,24.249
183,184,7.32,sample_21_184.wav,sample_21_184.jpg,Defect-free,Defect-free,2.0,21,Defect-free,83.167,0.064,0.362,-23.359,-0.841,0.817,23.389
184,185,7.36,sample_21_185.wav,sample_21_185.jpg,Defect-free,Defect-free,2.0,21,Defect-free,82.167,0.06,0.351,-25.144,-0.66,0.304,25.154
185,186,7.4,sample_21_186.wav,sample_21_186.jpg,Defect-free,Defect-free,2.0,21,Defect-free,81.187,0.061,0.358,-24.189,-0.885,1.365,24.244
186,187,7.44,sample_21_187.wav,sample_21_187.jpg,Defect-free,Defect-free,2.0,21,Defect-free,80.204,0.063,0.349,-23.814,-0.642,0.272,23.824
187,188,7.48,sample_21_188.wav,sample_21_188.jpg,Defect-free,Defect-free,2.0,21,Defect-free,79.214,0.072,0.332,-25.266,-0.446,0.786,25.282
188,189,7.5200000000000005,sample_21_189.wav,sample_21_189.jpg,Defect-free,Defect-free,2.0,21,Defect-free,78.231,0.07,0.341,-24.131,0.328,0.731,24.144
189,190,7.5600000000000005,sample_21_190.wav,sample_21_190.jpg,Defect-free,Defect-free,2.0,21,Defect-free,77.223,0.071,0.347,-25.32,-0.177,0.152,25.321
190,191,7.6000000000000005,sample_21_191.wav,sample_21_191.jpg,Defect-free,Defect-free,2.0,21,Defect-free,76.211,0.068,0.357,-25.953,-0.536,0.102,25.958
191,192,7.640000000000001,sample_21_192.wav,sample_21_192.jpg,Defect-free,Defect-free,2.0,21,Defect-free,75.203,0.064,0.344,-25.457,-0.253,-0.505,25.463
192,193,7.68,sample_21_193.wav,sample_21_193.jpg,Defect-free,Defect-free,2.0,21,Defect-free,74.316,0.062,0.346,-25.569,0.05,-0.454,25.573
193,194,7.72,sample_21_194.wav,sample_21_194.jpg,Defect-free,Defect-free,2.0,21,Defect-free,73.312,0.056,0.347,-24.849,0.074,0.123,24.849
194,195,7.76,sample_21_195.wav,sample_21_195.jpg,Defect-free,Defect-free,2.0,21,Defect-free,72.211,0.051,0.353,-25.686,0.152,-0.835,25.7
195,196,7.8,sample_21_196.wav,sample_21_196.jpg,Defect-free,Defect-free,2.0,21,,71.219,0.056,0.347,-25.169,0.48,-0.581,25.18
196,197,7.84,sample_21_197.wav,sample_21_197.jpg,Defect-free,Defect-free,2.0,21,,70.226,0.058,0.342,-25.367,0.101,-0.528,25.372
197,198,7.88,sample_21_198.wav,sample_21_198.jpg,Laser-off,Laser-off,0.0,21,,69.228,0.058,0.344,-25.881,0.1,-0.301,25.882
198,199,7.92,sample_21_199.wav,sample_21_199.jpg,Laser-off,Laser-off,0.0,21,Laser-off,68.23,0.053,0.351,-24.629,-0.024,-0.122,24.63
199,200,7.96,sample_21_200.wav,sample_21_200.jpg,Laser-off,Laser-off,0.0,21,Laser-off,67.216,0.057,0.328,-25.78,0.431,-0.913,25.8
200,201,8.0,sample_21_201.wav,sample_21_201.jpg,Laser-off,Laser-off,0.0,21,Laser-off,66.22,0.062,0.331,-24.736,0.608,0.532,24.75
201,202,8.040000000000001,sample_21_202.wav,sample_21_202.jpg,Laser-off,Laser-off,0.0,21,,65.229,0.062,0.338,-24.022,0.0,0.468,24.027
202,203,8.08,sample_21_203.wav,sample_21_203.jpg,Laser-off,Laser-off,0.0,21,,64.336,0.065,0.351,-25.043,-0.123,0.074,25.043
203,204,8.120000000000001,sample_21_204.wav,sample_21_204.jpg,Defect-free,Defect-free,3.0,21,,63.225,0.062,0.34,-25.945,0.282,-0.205,25.948
204,205,8.16,sample_21_205.wav,sample_21_205.jpg,Defect-free,Defect-free,3.0,21,,62.215,0.065,0.333,-24.808,0.173,-0.346,24.811
205,206,8.2,sample_21_206.wav,sample_21_206.jpg,Defect-free,Defect-free,3.0,21,Defect-free,61.229,0.068,0.34,-24.426,0.48,-0.101,24.431
206,207,8.24,sample_21_207.wav,sample_21_207.jpg,Defect-free,Defect-free,3.0,21,Defect-free,60.239,0.063,0.342,-25.041,0.528,-0.251,25.047
207,208,8.28,sample_21_208.wav,sample_21_208.jpg,Defect-free,Defect-free,3.0,21,Defect-free,59.335,0.058,0.342,-25.029,-0.294,0.074,25.03
208,209,8.32,sample_21_209.wav,sample_21_209.jpg,Defect-free,Defect-free,3.0,21,Defect-free,58.221,0.049,0.345,-24.972,-0.416,0.44,24.979
209,210,8.36,sample_21_210.wav,sample_21_210.jpg,Defect-free,Defect-free,3.0,21,Defect-free,57.22,0.047,0.35,-25.296,-0.279,0.355,25.301
210,211,8.4,sample_21_211.wav,sample_21_211.jpg,Defect-free,Defect-free,3.0,21,Defect-free,56.232,0.044,0.364,-23.529,-0.436,1.235,23.565
211,212,8.44,sample_21_212.wav,sample_21_212.jpg,Defect-free,Defect-free,3.0,21,Defect-free,55.223,0.044,0.358,-24.883,-0.639,0.562,24.897
212,213,8.48,sample_21_213.wav,sample_21_213.jpg,Defect-free,Defect-free,3.0,21,Defect-free,54.214,0.036,0.348,-25.46,-0.639,0.614,25.476
213,214,8.52,sample_21_214.wav,sample_21_214.jpg,Defect-free,Defect-free,3.0,21,Defect-free,53.203,0.028,0.355,-24.261,-0.564,0.27,24.269
214,215,8.56,sample_21_215.wav,sample_21_215.jpg,Defect-free,Defect-free,3.0,21,Defect-free,52.198,0.032,0.361,-24.728,-0.449,0.424,24.736
215,216,8.6,sample_21_216.wav,sample_21_216.jpg,Defect-free,Defect-free,3.0,21,Defect-free,51.317,0.029,0.374,-25.357,0.176,-0.451,25.362
216,217,8.64,sample_21_217.wav,sample_21_217.jpg,Defect-free,Defect-free,3.0,21,Defect-free,50.221,0.028,0.362,-23.961,0.121,-0.291,23.963
217,218,8.68,sample_21_218.wav,sample_21_218.jpg,Defect-free,Defect-free,3.0,21,Defect-free,49.32,0.025,0.369,-24.742,0.465,0.147,24.746
218,219,8.72,sample_21_219.wav,sample_21_219.jpg,Defect-free,Defect-free,3.0,21,Defect-free,48.311,0.025,0.366,-25.269,-0.075,0.477,25.274
219,220,8.76,sample_21_220.wav,sample_21_220.jpg,Defect-free,Defect-free,3.0,21,Defect-free,47.21,0.028,0.366,-24.65,-0.097,0.024,24.65
220,221,8.8,sample_21_221.wav,sample_21_221.jpg,Defect-free,Defect-free,3.0,21,Defect-free,46.211,0.031,0.359,-25.257,0.353,-0.327,25.262
221,222,8.84,sample_21_222.wav,sample_21_222.jpg,Defect-free,Defect-free,3.0,21,Defect-free,45.31,0.026,0.36,-25.405,0.0,-0.252,25.406
222,223,8.88,sample_21_223.wav,sample_21_223.jpg,Defect-free,Defect-free,3.0,21,Defect-free,44.208,0.023,0.368,-23.713,0.119,-0.048,23.713
223,224,8.92,sample_21_224.wav,sample_21_224.jpg,Defect-free,Defect-free,3.0,21,Defect-free,43.297,0.018,0.37,-24.092,0.143,-0.024,24.092
224,225,8.96,sample_21_225.wav,sample_21_225.jpg,Defect-free,Defect-free,3.0,21,Defect-free,42.193,0.021,0.357,-25.973,0.358,-1.534,26.021
225,226,9.0,sample_21_226.wav,sample_21_226.jpg,Defect-free,Defect-free,3.0,21,Defect-free,41.202,0.012,0.363,-24.57,-0.199,-0.149,24.571
226,227,9.040000000000001,sample_21_227.wav,sample_21_227.jpg,Defect-free,Defect-free,3.0,21,Defect-free,40.207,0.009,0.367,-26.181,0.334,-0.667,26.191
227,228,9.08,sample_21_228.wav,sample_21_228.jpg,Defect-free,Defect-free,3.0,21,Defect-free,39.31,0.007,0.375,-23.815,-0.124,1.263,23.848
228,229,9.120000000000001,sample_21_229.wav,sample_21_229.jpg,Defect-free,Defect-free,3.0,21,Defect-free,38.214,0.013,0.373,-24.235,-0.716,1.013,24.267
229,230,9.16,sample_21_230.wav,sample_21_230.jpg,Defect-free,Defect-free,3.0,21,Defect-free,37.219,0.018,0.369,-24.965,-0.65,0.675,24.983
230,231,9.200000000000001,sample_21_231.wav,sample_21_231.jpg,Defect-free,Defect-free,3.0,21,Defect-free,36.214,0.012,0.369,-24.43,-0.828,1.43,24.486
231,232,9.24,sample_21_232.wav,sample_21_232.jpg,Defect-free,Defect-free,3.0,21,Defect-free,35.204,0.015,0.356,-24.484,-0.446,0.223,24.489
232,233,9.28,sample_21_233.wav,sample_21_233.jpg,Defect-free,Defect-free,3.0,21,Defect-free,34.201,0.017,0.358,-24.681,0.099,0.519,24.687
233,234,9.32,sample_21_234.wav,sample_21_234.jpg,Defect-free,Defect-free,3.0,21,Defect-free,33.287,0.021,0.353,-25.798,0.203,-0.38,25.801
234,235,9.36,sample_21_235.wav,sample_21_235.jpg,Defect-free,Defect-free,3.0,21,Defect-free,32.196,0.018,0.367,-24.542,0.049,-0.195,24.543
235,236,9.4,sample_21_236.wav,sample_21_236.jpg,Defect-free,Defect-free,3.0,21,Defect-free,31.203,0.009,0.37,-25.39,0.127,-0.406,25.394
236,237,9.44,sample_21_237.wav,sample_21_237.jpg,Defect-free,Defect-free,3.0,21,Defect-free,30.199,0.004,0.37,-25.062,0.378,0.151,25.066
237,238,9.48,sample_21_238.wav,sample_21_238.jpg,Defect-free,Defect-free,3.0,21,Defect-free,29.2,0.013,0.37,-23.995,0.536,-0.536,24.007
238,239,9.52,sample_21_239.wav,sample_21_239.jpg,Defect-free,Defect-free,3.0,21,Defect-free,28.207,0.016,0.362,-25.534,0.302,-0.478,25.54
239,240,9.56,sample_21_240.wav,sample_21_240.jpg,Defect-free,Defect-free,3.0,21,Defect-free,27.21,0.009,0.372,-26.18,-0.503,-0.856,26.199
240,241,9.6,sample_21_241.wav,sample_21_241.jpg,Defect-free,Defect-free,3.0,21,Defect-free,26.198,0.003,0.365,-24.833,0.073,-0.146,24.834
241,242,9.64,sample_21_242.wav,sample_21_242.jpg,Defect-free,Defect-free,3.0,21,Defect-free,25.208,-0.003,0.383,-25.113,0.225,-0.15,25.115
242,243,9.68,sample_21_243.wav,sample_21_243.jpg,Defect-free,Defect-free,3.0,21,Defect-free,24.207,0.008,0.379,-24.458,-0.176,1.256,24.491
243,244,9.72,sample_21_244.wav,sample_21_244.jpg,Defect-free,Defect-free,3.0,21,Defect-free,23.195,0.013,0.373,-25.099,-0.45,0.25,25.104
244,245,9.76,sample_21_245.wav,sample_21_245.jpg,Defect-free,Defect-free,3.0,21,Defect-free,22.193,0.009,0.364,-24.728,-1.041,0.965,24.768
245,246,9.8,sample_21_246.wav,sample_21_246.jpg,Defect-free,Defect-free,3.0,21,Defect-free,21.195,0.008,0.364,-24.644,-0.051,0.278,24.646
246,247,9.84,sample_21_247.wav,sample_21_247.jpg,Defect-free,Defect-free,3.0,21,Defect-free,20.207,0.015,0.372,-24.612,0.546,-0.447,24.623
247,248,9.88,sample_21_248.wav,sample_21_248.jpg,Defect-free,Defect-free,3.0,21,Defect-free,19.311,0.022,0.37,-24.041,0.244,0.195,24.043
248,249,9.92,sample_21_249.wav,sample_21_249.jpg,Defect-free,Defect-free,3.0,21,Defect-free,18.311,0.021,0.369,-26.074,0.0,-0.937,26.09
249,250,9.96,sample_21_250.wav,sample_21_250.jpg,Defect-free,Defect-free,3.0,21,Defect-free,17.306,0.01,0.369,-24.598,-0.267,0.388,24.603
250,251,10.0,sample_21_251.wav,sample_21_251.jpg,Defect-free,Defect-free,3.0,21,Defect-free,16.205,0.009,0.373,-25.366,0.177,-0.329,25.368
251,252,10.040000000000001,sample_21_252.wav,sample_21_252.jpg,Defect-free,Defect-free,3.0,21,Defect-free,15.214,0.011,0.372,-25.114,0.634,-0.532,25.127
252,253,10.08,sample_21_253.wav,sample_21_253.jpg,Defect-free,Defect-free,3.0,21,Defect-free,14.2,0.016,0.362,-25.95,0.346,-0.964,25.97
253,254,10.120000000000001,sample_21_254.wav,sample_21_254.jpg,Defect-free,Defect-free,3.0,21,Defect-free,13.19,0.012,0.367,-25.804,-0.357,0.179,25.808
254,255,10.16,sample_21_255.wav,sample_21_255.jpg,Defect-free,Defect-free,3.0,21,Defect-free,12.196,0.003,0.378,-24.698,-0.203,1.042,24.721
255,256,10.200000000000001,sample_21_256.wav,sample_21_256.jpg,Defect-free,Defect-free,3.0,21,Defect-free,11.215,0.003,0.386,-24.153,-0.075,0.651,24.162
256,257,10.24,sample_21_257.wav,sample_21_257.jpg,Defect-free,Defect-free,3.0,21,Defect-free,10.21,0.014,0.372,-24.574,-0.151,-0.151,24.575
257,258,10.28,sample_21_258.wav,sample_21_258.jpg,Defect-free,Defect-free,3.0,21,Defect-free,9.204,0.021,0.361,-25.784,-0.102,-0.406,25.788
258,259,10.32,sample_21_259.wav,sample_21_259.jpg,Defect-free,Defect-free,3.0,21,Defect-free,8.213,0.014,0.371,-24.831,0.148,-0.396,24.835
259,260,10.36,sample_21_260.wav,sample_21_260.jpg,Defect-free,Defect-free,3.0,21,Defect-free,7.213,0.016,0.377,-25.174,0.376,0.05,25.177
260,261,10.4,sample_21_261.wav,sample_21_261.jpg,Defect-free,Defect-free,3.0,21,Defect-free,6.227,0.011,0.38,-24.672,0.5,-0.2,24.678
261,262,10.44,sample_21_262.wav,sample_21_262.jpg,Defect-free,Defect-free,3.0,21,Defect-free,5.317,0.018,0.366,-24.759,0.147,-0.563,24.766
262,263,10.48,sample_21_263.wav,sample_21_263.jpg,Defect-free,Defect-free,3.0,21,Defect-free,4.31,0.015,0.376,-25.857,0.05,-0.223,25.858
263,264,10.52,sample_21_264.wav,sample_21_264.jpg,Defect-free,Defect-free,3.0,21,Defect-free,3.2,0.014,0.38,-25.164,0.504,-0.428,25.173
264,265,10.56,sample_21_265.wav,sample_21_265.jpg,Defect-free,Defect-free,3.0,21,Defect-free,2.206,0.013,0.377,-25.162,0.151,-0.704,25.172
265,266,10.6,sample_21_266.wav,sample_21_266.jpg,Defect-free,Defect-free,3.0,21,Defect-free,1.287,0.048,0.347,-20.728,0.715,-0.996,20.764
266,267,10.64,sample_21_267.wav,sample_21_267.jpg,Defect-free,Defect-free,3.0,21,Defect-free,0.574,0.054,0.344,-14.288,0.427,-0.753,14.314
267,268,10.68,sample_21_268.wav,sample_21_268.jpg,Defect-free,Defect-free,3.0,21,Defect-free,0.216,0.046,0.365,-6.327,-0.489,0.757,6.39
268,269,10.72,sample_21_269.wav,sample_21_269.jpg,Defect-free,Defect-free,3.0,21,Defect-free,0.077,0.008,0.412,-2.294,-2.622,1.815,3.928
269,270,10.76,sample_21_270.wav,sample_21_270.jpg,Defect-free,Defect-free,3.0,21,Defect-free,0.051,-0.017,0.425,-0.374,0.125,-0.274,0.48
270,271,10.8,sample_21_271.wav,sample_21_271.jpg,Defect-free,Defect-free,3.0,21,Defect-free,0.05,-0.029,0.492,0.36,-0.384,2.783,2.832
271,272,10.84,sample_21_272.wav,sample_21_272.jpg,Defect-free,Defect-free,3.0,21,Defect-free,0.044,-0.028,0.544,0.074,0.0,2.265,2.267
272,273,10.88,sample_21_273.wav,sample_21_273.jpg,Defect-free,Defect-free,3.0,21,Defect-free,0.046,-0.032,0.652,0.051,-0.128,2.861,2.865
273,274,10.92,sample_21_274.wav,sample_21_274.jpg,Defect-free,Defect-free,3.0,21,Defect-free,0.035,-0.025,0.73,-0.732,0.732,-0.379,1.102
274,275,10.96,sample_21_275.wav,sample_21_275.jpg,Defect-free,Defect-free,3.0,21,Defect-free,0.026,-0.019,0.766,-0.125,0.0,0.025,0.127
275,276,11.0,sample_21_276.wav,sample_21_276.jpg,Defect-free,Defect-free,3.0,21,Defect-free,0.019,-0.015,0.768,-0.256,0.231,-0.077,0.354
276,277,11.040000000000001,sample_21_277.wav,sample_21_277.jpg,Defect-free,Defect-free,3.0,21,Defect-free,0.054,0.013,0.749,2.536,0.82,-0.994,2.845
277,278,11.08,sample_21_278.wav,sample_21_278.jpg,Defect-free,Defect-free,3.0,21,Defect-free,0.344,-0.076,0.805,12.063,-4.448,3.393,13.298
278,279,11.120000000000001,sample_21_279.wav,sample_21_279.jpg,Defect-free,Defect-free,3.0,21,Defect-free,0.986,-0.185,0.904,19.413,-2.332,2.002,19.655
279,280,11.16,sample_21_280.wav,sample_21_280.jpg,Defect-free,Defect-free,3.0,21,Defect-free,1.924,-0.252,0.979,25.108,-0.791,0.638,25.128
280,281,11.200000000000001,sample_21_281.wav,sample_21_281.jpg,Defect-free,Defect-free,3.0,21,Defect-free,2.972,-0.181,0.953,26.434,2.853,-1.515,26.63
281,282,11.24,sample_21_282.wav,sample_21_282.jpg,Defect-free,Defect-free,3.0,21,Defect-free,4.034,-0.099,0.92,25.75,2.11,-2.01,25.914
282,283,11.28,sample_21_283.wav,sample_21_283.jpg,Defect-free,Defect-free,3.0,21,Defect-free,5.04,-0.071,0.874,23.734,0.319,-1.399,23.777
283,284,11.32,sample_21_284.wav,sample_21_284.jpg,Defect-free,Defect-free,3.0,21,Defect-free,6.027,-0.064,0.827,25.446,-0.309,-0.515,25.453
284,285,11.36,sample_21_285.wav,sample_21_285.jpg,Defect-free,Defect-free,3.0,21,Defect-free,7.018,-0.055,0.805,25.921,0.025,0.228,25.922
285,286,11.4,sample_21_286.wav,sample_21_286.jpg,Defect-free,Defect-free,3.0,21,Defect-free,8.0,-0.046,0.792,25.301,-0.1,0.199,25.302
286,287,11.44,sample_21_287.wav,sample_21_287.jpg,Defect-free,Defect-free,3.0,21,Defect-free,8.983,-0.045,0.791,24.895,-0.278,-0.126,24.897
287,288,11.48,sample_21_288.wav,sample_21_288.jpg,Defect-free,Defect-free,3.0,21,Defect-free,9.881,-0.056,0.794,23.892,-0.697,0.601,23.91
288,289,11.52,sample_21_289.wav,sample_21_289.jpg,Defect-free,Defect-free,3.0,21,Defect-free,10.966,-0.064,0.797,24.901,-0.148,1.182,24.93
289,290,11.56,sample_21_290.wav,sample_21_290.jpg,Defect-free,Defect-free,3.0,21,Defect-free,11.962,-0.063,0.793,25.616,0.229,-0.153,25.617
290,291,11.6,sample_21_291.wav,sample_21_291.jpg,Defect-free,Defect-free,3.0,21,Defect-free,12.95,-0.061,0.799,25.808,-0.026,0.437,25.812
291,292,11.64,sample_21_292.wav,sample_21_292.jpg,Defect-free,Defect-free,3.0,21,Defect-free,13.944,-0.071,0.805,23.954,-0.074,-1.387,23.994
292,293,11.68,sample_21_293.wav,sample_21_293.jpg,Defect-free,Defect-free,3.0,21,Defect-free,14.949,-0.081,0.807,24.759,0.254,-0.813,24.774
293,294,11.72,sample_21_294.wav,sample_21_294.jpg,Defect-free,Defect-free,3.0,21,Defect-free,15.957,-0.075,0.8,24.739,0.832,-1.236,24.784
294,295,11.76,sample_21_295.wav,sample_21_295.jpg,Defect-free,Defect-free,3.0,21,Defect-free,16.964,-0.075,0.82,25.423,-0.275,1.226,25.454
295,296,11.8,sample_21_296.wav,sample_21_296.jpg,Defect-free,Defect-free,3.0,21,Defect-free,17.958,-0.079,0.823,25.738,-0.74,0.791,25.76
296,297,11.84,sample_21_297.wav,sample_21_297.jpg,Defect-free,Defect-free,3.0,21,,18.949,-0.08,0.81,25.102,-0.552,0.426,25.111
297,298,11.88,sample_21_298.wav,sample_21_298.jpg,Defect-free,Defect-free,3.0,21,,19.947,-0.07,0.799,24.986,-0.27,0.491,24.992
298,299,11.92,sample_21_299.wav,sample_21_299.jpg,Laser-off,Laser-off,0.0,21,,20.857,-0.061,0.794,24.888,0.394,-0.246,24.893
299,300,11.96,sample_21_300.wav,sample_21_300.jpg,Laser-off,Laser-off,0.0,21,Laser-off,21.956,-0.051,0.794,27.553,-0.081,0.512,27.558
300,301,12.0,sample_21_301.wav,sample_21_301.jpg,Laser-off,Laser-off,0.0,21,Laser-off,22.938,-0.045,0.776,23.328,-0.145,-0.434,23.333
301,302,12.040000000000001,sample_21_302.wav,sample_21_302.jpg,Laser-off,Laser-off,0.0,21,,23.946,-0.054,0.784,25.539,-0.603,0.83,25.559
302,303,12.08,sample_21_303.wav,sample_21_303.jpg,Laser-off,Laser-off,0.0,21,,24.954,-0.047,0.776,25.979,0.101,0.076,25.979
303,304,12.120000000000001,sample_21_304.wav,sample_21_304.jpg,Defect-free,Defect-free,4.0,21,,25.874,-0.043,0.795,24.256,1.014,-0.742,24.289
304,305,12.16,sample_21_305.wav,sample_21_305.jpg,Defect-free,Defect-free,4.0,21,,26.971,-0.038,0.787,26.351,0.877,-0.824,26.378
305,306,12.200000000000001,sample_21_306.wav,sample_21_306.jpg,Defect-free,Defect-free,4.0,21,Defect-free,27.968,-0.042,0.79,23.989,0.152,-1.212,24.02
306,307,12.24,sample_21_307.wav,sample_21_307.jpg,Defect-free,Defect-free,4.0,21,Defect-free,28.971,-0.042,0.792,24.825,0.299,0.0,24.827
307,308,12.280000000000001,sample_21_308.wav,sample_21_308.jpg,Defect-free,Defect-free,4.0,21,Defect-free,29.974,-0.04,0.798,25.776,-0.025,0.585,25.783
308,309,12.32,sample_21_309.wav,sample_21_309.jpg,Defect-free,Defect-free,4.0,21,Defect-free,30.87,-0.045,0.803,25.971,-0.355,0.329,25.975
309,310,12.36,sample_21_310.wav,sample_21_310.jpg,Defect-free,Defect-free,4.0,21,Defect-free,31.959,-0.047,0.789,30.622,-0.45,1.231,30.65
310,311,12.4,sample_21_311.wav,sample_21_311.jpg,Defect-free,Defect-free,4.0,21,Defect-free,32.949,-0.041,0.786,24.72,-0.426,0.0,24.723
311,312,12.44,sample_21_312.wav,sample_21_312.jpg,Defect-free,Defect-free,4.0,21,Defect-free,33.959,-0.03,0.781,26.129,-0.102,0.407,26.132
312,313,12.48,sample_21_313.wav,sample_21_313.jpg,Defect-free,Defect-free,4.0,21,Defect-free,34.978,-0.026,0.778,24.658,0.492,-0.443,24.667
313,314,12.52,sample_21_314.wav,sample_21_314.jpg,Defect-free,Defect-free,4.0,21,Defect-free,35.976,-0.024,0.767,25.514,-0.302,0.327,25.518
314,315,12.56,sample_21_315.wav,sample_21_315.jpg,Defect-free,Defect-free,4.0,21,Defect-free,36.963,-0.026,0.766,24.961,0.251,0.05,24.962
315,316,12.6,sample_21_316.wav,sample_21_316.jpg,Defect-free,Defect-free,4.0,21,Defect-free,37.972,-0.024,0.774,25.281,0.051,-0.356,25.284
316,317,12.64,sample_21_317.wav,sample_21_317.jpg,Defect-free,Defect-free,4.0,21,Defect-free,38.975,-0.014,0.771,164.533,-0.486,1.781,164.544
317,318,12.68,sample_21_318.wav,sample_21_318.jpg,Defect-free,Defect-free,4.0,21,Defect-free,39.874,-0.017,0.773,19.671,0.432,-0.822,19.693
318,319,12.72,sample_21_319.wav,sample_21_319.jpg,Defect-free,Defect-free,4.0,21,Defect-free,40.771,-0.022,0.77,25.087,0.15,0.226,25.088
319,320,12.76,sample_21_320.wav,sample_21_320.jpg,Defect-free,Defect-free,4.0,21,Defect-free,41.959,-0.015,0.766,24.445,0.94,-1.55,24.512
320,321,12.8,sample_21_321.wav,sample_21_321.jpg,Defect-free,Defect-free,4.0,21,Defect-free,42.96,-0.018,0.774,24.341,0.301,-0.05,24.343
321,322,12.84,sample_21_322.wav,sample_21_322.jpg,Defect-free,Defect-free,4.0,21,Defect-free,43.968,-0.013,0.762,24.57,-0.198,-0.421,24.575
322,323,12.88,sample_21_323.wav,sample_21_323.jpg,Defect-free,Defect-free,4.0,21,Defect-free,44.978,-0.015,0.766,25.312,-0.175,0.727,25.323
323,324,12.92,sample_21_324.wav,sample_21_324.jpg,Defect-free,Defect-free,4.0,21,Defect-free,45.875,-0.017,0.769,25.374,-0.272,0.494,25.38
324,325,12.96,sample_21_325.wav,sample_21_325.jpg,Defect-free,Defect-free,4.0,21,Defect-free,46.874,-0.014,0.764,25.699,0.05,-0.1,25.7
325,326,13.0,sample_21_326.wav,sample_21_326.jpg,Defect-free,Defect-free,4.0,21,Defect-free,47.977,-0.007,0.752,26.11,-0.72,0.257,26.121
326,327,13.040000000000001,sample_21_327.wav,sample_21_327.jpg,Defect-free,Defect-free,4.0,21,Defect-free,48.969,-0.011,0.746,25.009,-0.728,0.151,25.02
327,328,13.08,sample_21_328.wav,sample_21_328.jpg,Defect-free,Defect-free,4.0,21,Defect-free,49.978,-0.024,0.773,24.942,-0.245,0.221,24.945
328,329,13.120000000000001,sample_21_329.wav,sample_21_329.jpg,Defect-free,Defect-free,4.0,21,Defect-free,50.868,-0.02,0.77,24.891,-0.025,0.394,24.894
